step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
187,9.4,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009386320947669446,0.0024301650701090693,0.0012080689193680882,0.001552453963086009
188,9.450000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009415537933818996,0.002432891051284969,0.0012643550289794803,0.0016316609689965844
189,9.5,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009687529993243515,0.002403276041150093,0.0012199030024930835,0.0019863119814544916
190,9.55,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009861565078608692,0.0024662389187142253,0.0012551029212772846,0.001609348924830556
191,9.600000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010361964930780232,0.0025205439887940884,0.0012991250259801745,0.0018580149626359344
192,9.65,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009870178997516632,0.0024727099807932973,0.001350244041532278,0.0018476970726624131
193,9.700000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.01028544397559017,0.002508632023818791,0.0013586579589173198,0.0019227039301767945
194,9.75,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.01105788303539157,0.002951880916953087,0.0013651310000568628,0.002133978996425867
195,9.8,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.013532230048440397,0.0025282360147684813,0.002185169025324285,0.0023182008881121874
196,9.850000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.011383950943127275,0.0025119490455836058,0.0019212960032746196,0.002458667033351958
197,9.9,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.010577501030638814,0.0027724140090867877,0.0014019199879840016,0.0019985890248790383
198,9.950000000000001,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.009036534931510687,0.0023349140537902713,0.0013007899979129434,0.001523977960459888
199,10.0,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.23621611506678164,2.1446665660478175,0,0,0,0,-1,nan,nan,,,736,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 744, 'self_collision': 0}",0.0005329481803646009,746,746,nan,nan,0.0,passthrough,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.013712998945266008,0.003181276028044522,0.0020272749243304133,0.0023753909626975656
200,10.05,-1.1824909890781612,0.05434279888868332,0.6946653127670288,0.48032665252685547,0.0397619865834713,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.6946653281594288,0.6946653127670288,1.5392400021241315e-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.168282637023367,2.3129492030711845,0,0,0,0,-1,nan,nan,,,800,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 2, 'obstacle_contact': 809, 'self_collision': 0}",0.0005329481803646009,811,811,nan,nan,0.0,passthrough,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,passthrough,osqp optimal,0.0,0,0,12,,workspace_y_upper,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.31572435|1.21952301|1.37066508|1.72643207|1.73503054|1.83252118,optimal,0.1651801477425156,0.0,0.1651801477425156,0.435706198|-0.449618936|0.261476636,0|0|0,0.1798465739702806,0.00400374794844538,0.0016160699306055903,0.0017766320379450917
